Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
The Green Park Ankara,Ankara,Turkish,Romanian,"Otelin konumu çok iyi, kolayca ulaşılabilir ve genel anlamda temizdi.","Odalardan çok fazla dış gürültü duyuluyordu, ayrıca odaların dekorasyonu eski ve yenilenmeye ihtiyaç var. Otelin genel sunduğu hizmetler fiyatına göre düşük kalıyordu.",3,NEG
The Green Park Ankara,Ankara,Turkish,English(Russian),Lokasyonu oldukça merkezi,"Ancak genellikle temizlik ve servis konularında ciddi sıkıntılar yaşadım. Odalar yeterince temiz değil ve eski. Ayrıca, oda servisi genellikle isteklerime hemen yanıt vermedi veya gereksiz yere bekletti. Kahvaltı seçenekleri de çok sınırlı ve kalitesiz. Diğer turistlere bu oteli önermeyeceğim çünkü verdiğiniz parayı hak etmiyor.",3,NEG
The Green Park Ankara,Ankara,Turkish,Turkish,Otelin konumu merkezi ve ulaşımı oldukça kolaydı.,Odalarda klima çalışmıyordu ve personel bu duruma çözüm bulamadı. Ayrıca çarşaflar da temiz değildi.,3,NEG
The Green Park Ankara,Ankara,Turkish,English(Turkish),Personelin dostça olması ve otelin merkezi konumda bulunması tek olumlu yönleriydi.,"İnternet bağlantısı çok zayıftı ve sürekli kesiliyordu. Ayrıca, mobilyalar da oldukça eskiydi ve yenilenmeye ihtiyaç duyuyorlardı. Oda servisi hizmeti de çok yavaştı ve birçok unutkanlıkla karşılaştım.",3,NEG
The Green Park Ankara,Ankara,Turkish,Italian,Konumu oldukça merkezi ve ulaşımı kolay.,"Oda temizliği tam anlamıyla yapılmamıştı, personel hizmetleri hızlı ve etkili değildi, ayrıca otel genel olarak eskiydi ve tadilata ihtiyacı vardı.",3,NEG
The Green Park Ankara,Ankara,Turkish,French,Otelin konumu ve yemekleri güzeldi,Oda temizliği yetersizdi. Oda servis hizmeti beklediğimden daha geç geldi. Resepsiyondaki personel biraz daha cana yakın olabilirdi.,4,NEG
The Green Park Ankara,Ankara,Turkish,English(Italian),"Otelin konumu merkezi, ulaşımı kolay ve etrafında bir çok restoran bulunuyor.","Odamda güçlü bir sigara kokusu vardı, bu da konaklamamı rahatsız edici hale getirdi. Restorandaki yemeklerin kalitesi beklediğimden düşüktü ve fiyatlar yüksekti. Ayrıca, personel yeterince yardımcı olmuyor ve otel genelinde Wi-Fi bağlantısı çok zayıf.",3,NEG
The Green Park Ankara,Ankara,Turkish,Italian,Konumu şehir merkezine oldukça yakın.,"Oda servisi yeterli değil, odalar eski ve gürültülü, yatakta rahat hissetmedim.",3,NEG
The Green Park Ankara,Ankara,Turkish,English(French),Otelin konumu ve yeşil alanları oldukça iyi. Ayrıca odaların genişliği de memnun edici.,"Ne yazık ki otel hizmetleri beklentilerimin altında kaldı. Odanın temizliği yeterli değildi ve yatağın rahatlığı tartışılır. Odadaki mini bar boştu ve oda servisi çok yavaştı. Maalesef restorandaki yemekler tatmin edici değildi ve çeşitlilik çok azdı. Bunun yanı sıra, fiyat performans oranı düşük.",3,NEG
The Green Park Ankara,Ankara,Turkish,English(Russian),Otelin konumu iyi.,"Oda temizliği yetersizdi, yemekler çok tuzluydu ve personel pek yardımcı olmadı. Bu nedenlerden dolayı diğer turistlere bu oteli önermiyorum.",3,NEG
The Green Park Ankara,Ankara,Turkish,Spanish,Personel dost canlısı,Oda küçüktü ve yatak rahatsızdı,4,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(French),"Otelin konumu oldukça merkeziydi, ulaşım hiç zor olmadı. Odalar temiz ve rahattı, çalışanlar çok yardımseverdi. Ankara'ya her geldiğimde tercih edeceğim bir yer olduğunu düşünüyorum.",Kahvaltı servisi biraz daha zengin olabilirdi fakat genel olarak memnun kaldım.,8,POS
Hotel Abro Sezenler,Ankara,Turkish,English(Russian),"Hotel Abro Sezenler’de konaklamaktan gerçekten keyif aldım. Otelin konumu mükemmel, bir çok noktaya yürüme mesafesinde. Odalar temiz, rahat ve ferah. Personel çok profesyonel ve kibar. Kahvaltı çeşitliliği mükemmel, herkesin zevkine hitap ediyor.","Aslında genel olarak memnun kaldım, belki de tek eleştirebileceğim nokta internetin hızıydı, biraz daha hızlı olabilirdi.",9,POS
Hotel Abro Sezenler,Ankara,Turkish,English(Russian),"Konumu merkezi, kolay ulaşım imkanı var.",Personel hizmeti yetersiz ve saygısız. Klima tam anlamıyla çalışmıyor. Oda temizliği yeterince iyi değil. Wi-Fi genellikle kopuyor. Bu nedenlerle ne yazık ki Hotel Abro Sezenler'i diğer turistlere tavsiye etmiyorum.,3,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Russian),Personel yardımcı oldu,"Oda bakımsızdı, temizlik yetersizdi ve yataklar rahatsız ediciydi. Ayrıca gürültülü bir alanda bulunuyor",4,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Italian),Merkezi bir konumda olması güzeldi.,"Odalar çok küçüktü ve yataklar rahatsızdı. Oda temizliği de yetersizdi. Ayrıca, personel ilgisizdi ve kahvaltı seçenekleri çok sınırlıydı.",4,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Korean),"Konum, otopark","Odada koku vardı, temizlik kötüydü, personel ilgisiz ve otel eskiydi",3,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(German),Konumu merkezi ve ulaşımı kolay.,"Personel ilgisiz ve kaba, oda temizliği yetersiz, kahvaltı seçenekleri oldukça sınırlı. Odalarda gürültü kontrolü için hiçbir izolasyon yapılmamış.",3,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Korean),"Olumlu bir yanı yoktu, maalesef.","Otel genel olarak oldukça kötü durumdaydı. Odalar dar ve karanlıktı. Temizlikten yoksundu, banyoda dahi kirli havlu ve saç buldum. Personel ilgisiz ve yardımsever değildi. Kesinlikle bu otelde tekrar konaklamayı düşünmüyorum.",2,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Turkish),"Otelin konumu gayet güzel, merkeze yakın.","Temizlik konusunda malesef iyi değiller. Odamıza girdiğimde yatak çarşaflarında lekeler vardı ve banyo pek temiz sayılmazdı. Ayrıca, oda hizmeti yeterince hızlı değil, su istedim ve yarım saat bekledim. Gürültülü bir ortamdı ve gece rahatsız oldum, uyku kalitem düştü.",2,NEG
Hotel Abro Sezenler,Ankara,Turkish,German,Otelin konumu merkezi,"Oda çok küçük ve temiz değil, yataklar rahatsız edici, personel pek yardımcı değil ve kahvaltı çok sınırlı çeşitlilikte",3,NEG
Hotel Abro Sezenler,Ankara,Turkish,Italian,"Otelin konumu merkeziydi, ulaşım rahattı.","Wifi bağlantısı son derece kötü ve hızı yetersizdi. Oda temizliği beklediğimden daha kötüydü; çarşaflar temiz değildi. Ayrıca, çalışanların ilgisi ve hizmet kalitesi beni hayal kırıklığına uğrattı.",4,NEG
Hotel Abro Sezenler,Ankara,Turkish,English(Korean),Otelin yerinin merkezi olması güzeldi,Oda oldukça kirliydi ve personel çok yardımcı olmuyordu. Ayrıca yatakta rahatsız edici bir koku vardı. Kesinlikle daha iyi bir yer bulmak için biraz daha fazla araştırma yapmalıydım.,2,NEG
Hotel Abro Sezenler,Ankara,Turkish,Turkish,otelde merkezi bir konum olması,"Oda hizmetleri, temizlik ve yemekleri çok kötüydü. İnternet hizmeti dahi verilmiyordu. Çalışanların tavrı hiç hoş olmayan bir biçimdeydi ve herhangi bir sorunda yardımcı olmuyorlardı.",3,NEG
Enerji Otel,Ankara,Turkish,Spanish,"Ankara'da bulunabilecek en marka otellere benzer kalitede hizmet sundular. Odam ferah ve konforluydu, mobilyalar yeni ve temizdi. Personel son derece yardımseverdi ve hizmet kalitesi çok yüksekti.",NaN,9,POS
Enerji Otel,Ankara,Turkish,English(Romanian),"Enerji Otel, Ankara'da kalmaktan keyif aldığım bir yer. Odalar çok temiz ve konforlu. Çalışanlar son derece cana yakın ve yardımsever.",Önemli bir sorunla karşılaşmadım.,9,POS
Enerji Otel,Ankara,Turkish,Italian,Otelin konumu gayet merkezi ve ulaşımı kolaydı.,"Odaların temizliği yetersizdi, yataklarda rahatsızdım. Ayrıca, çalışanların tavrı çok soğuk ve ilgisizdi. Kahvaltısı da beklentilerimi karşılamadı, seçenek çok sınırlıydı.",3,NEG
Enerji Otel,Ankara,Turkish,English(Korean),Otelin konumu merkeziydi ve kolay ulaşım imkanları sunuyordu.,Odalar oldukça kirli ve bakımsızdı. Ayrıca personel çok ilgisizdi ve rahatsız edici bir tutumları vardı. Yatakta rahat bir uyku çekmek neredeyse imkansızdı.,3,NEG
Enerji Otel,Ankara,Turkish,English(Russian),Otelin konumu iyi ve çevresinde gezilecek çok yer var. Personel yardımcı ve özenli.,"Odamızda temizlik eksikti ve oldukça eskimiş görünüyordu. Kahvaltısı ise hayal kırıklığıydı, çeşit az ve kalite düşüktü. Maalesef tavsiye edemem.",3,NEG
Enerji Otel,Ankara,Turkish,English(Korean),Otelin konumu oldukça merkeziydi.,"Oda temizliği çok kötüydü, çarşaflar pisle iç içeydi. Ayrıca odadaki eşyalar çok eski ve yıpranmış durumdaydı. Müşteri hizmetleri de hiçbir yardımcı olmadı, sorunlarımıza duyarsız kaldılar. Kahvaltı seçenekleri de oldukça sınırlı ve kalitesizdi.",2,NEG
Enerji Otel,Ankara,Turkish,Italian,Personel cana yakın ve yardımsever. Otelin konumu da iyi.,"Oda oldukça küçük ve sıkışık. Yatakta rahatsız etti, yeterince rahat değil. İnternet bağlantısı da çok zayıf ve yavaştı.",4,NEG
Enerji Otel,Ankara,Turkish,Korean,Konumu oldukça merkezi ve ulaşım kolay.,Oda temizliği ve servis hizmetleri ne yazık ki beklediğim seviyede değildi. Yemeklerin kalitesi de pek tatmin edici değil.,4,NEG
Enerji Otel,Ankara,Turkish,English(Italian),Otelin konumu gayet iyi ve ulaşım rahat.,"Oda servisi beklediğimden daha geç geldi ve yemekler çok taze değildi. Ayrıca, odada biraz koku vardı ve temizlik daha iyi olabilirdi. Odanın ses yalıtımı da yetersizdi, dışarıdaki gürültüler rahatsız ediciydi.",3,NEG
Enerji Otel,Ankara,Turkish,English(Russian),Otelin merkezi konumu gerçekten faydalı.,"Odalar çok küçük ve rahatsız edici, hizmet kötü ve temizlik standartlarının altında. Ayrıca, fiyat için sunulan olanaklar tatmin edici değildi.",2,NEG
Enerji Otel,Ankara,Turkish,Italian,Konumu gayet merkezi ve erişilebilir,"Otelin sunduğu kahvaltı beklentilerimizin altındaydı, çeşitlilik ve kalite yetersiz kaldı. Oda temizliği de maalesef yeterli seviyede değildi, daha fazla özen gösterilmesi gerekiyor. Ayrıca, otelde ücretsiz internet hizmeti verilmemesi de büyük bir eksiklik",4,NEG
Esila Hotel,Ankara,Turkish,Russian,"Esila Hotel tam bir fiyat performans ürünü. Konumu mükemmel, alışveriş yapılacak birçok mekana ve çeşitli kafe ve restoranlara oldukça yakın. Odaları temiz ve sade bir tasarıma sahip. Otel çalışanları son derece yardımsever ve güler yüzlüler.","Kahvaltısında çeşitlilik az, daha fazla seçenek olabilir. Ayrıca, otel girişindeki asansörün yetersiz kalabildiğini, bu durumun özellikle yoğun saatlerde problem olabildiğini belirtmek isterim.",8,POS
Esila Hotel,Ankara,Turkish,French,"Otelin konumu mükemmeldi, merkezi bir yerde olması gezilerimizi kolaylaştırdı. Personel çok profesyonel ve yardımseverdi, odalar geniş ve temizdi.",Kahvaltı seçenekleri biraz daha çeşitli olabilirdi.,8,POS
Esila Hotel,Ankara,Turkish,English(Russian),"Otelin konumu merkezi, ulaşım oldukça kolay.","Otelin temizlik konusunda ciddi sıkıntıları var. Oda içinde birçok yerde toz ve kir vardı. Yatakların konforu oldukça kötüydü ve ne yazık ki odanın sıcaklık kontrolünün düzgün bir şekilde çalışmadığı anlaşıldı. Ayrıca, otel hizmetlerinin geneli oldukça yetersizdi. Özellikle yemekler konusunda çok hayal kırıklığı yaşadım. Dolayısıyla, özellikle konfor ve kaliteye önem veren turistlere bu oteli önermiyorum.",3,NEG
Esila Hotel,Ankara,Turkish,English(Italian),Otelin merkezi konumu avantajlı.,"Kahvaltı lezzetsizdi ve çeşitleri oldukça sınırlıydı. Odamın temizliği hiç de istediğim gibi değildi, özellikle banyo bakımsızdı ve kirliydi. Resepsiyon hizmeti de oldukça yavaştı ve az yardımcı oldu.",3,NEG
Esila Hotel,Ankara,Turkish,German,Konum olarak yeri güzel; çünkü Kızılay'a oldukça yakın.,"Odamın hemen yanındaki oda inşaat halindeydi ve sabah 8'den akşam 6'ya kadar sürekli delme ve dökme sesleri geliyordu. Bir dakika bile dinlenme şansım olmadı. Personel konuya çözüm getirmekte aciz kaldı ve gerçekten çok rahatsız oldum bu durumdan. Odaların temizliği konusunda da ciddi sıkıntılar vardı. Ayrıca, odadaki mini barda içecekler bile yoktu. Oda servisi çağırdığımda ise çok geç geldiler. İnternet bağlantısı sürekli kopuyordu ve bu benim işim için oldukça can sıkıcıydı. Restorandaki yemeklerin kalitesi de çok düşüktü ve bu fiyatlarda daha iyisini beklerdim. Genel olarak, hizmet kalitesi beklediğimden çok daha düşük oldu ve hiç memnun kalmadım.",2,NEG
Esila Hotel,Ankara,Turkish,Turkish,nan,Oda servisi yeterince iyi değildi. Kahvaltı çok sınırlı ve personel yardımcı olmuyor. Kesinlikle tekrar kalmam.,3,NEG
Esila Hotel,Ankara,Turkish,English(Italian),"Esila Hotel'in konumu gerçekten iyi, merkezi bir konuma sahip olması büyük avantaj.","Ancak genel olarak konfor seviyesi düşük. Otelin temizlik konusunda ciddi problemleri var, özellikle banyolar yeteri kadar temiz değildi. Servis hizmetleri de yetersiz kaldı. Oda servisi genellikle geç veniyordu ve isteğimize uygun hizmeti alabilmek için birden fazla kez talepte bulunmamız gerekiyordu. Ek olarak, otel kahvaltısından da memnun kalmadım, çeşitlilik ve kalite açısından beklentilerimi karşılamadı.",4,NEG
Ankara HiltonSA,Ankara,Turkish,Italian,"HiltonSA, Ankara'nın merkezinde olması, sunduğu birinci sınıf hizmetler ve modern tasarımıyla harikaydı. Restoranının mükemmel bir menüsü vardı ve resepsiyon personeli son derece yardımcı ve kibardı.",Spa hizmetleri biraz pahalıydı ve wifi bazen o kadar da hızlı değildi.,8,POS
Ankara HiltonSA,Ankara,Turkish,English(German),"Ankara HiltonSA, konumu, hizmet kalitesi ve konforu ile öne çıkan bir otel. Çalışanlar son derece yardımcı oluyor ve otelden memnun kalmam için ellerinden geleni yapıyorlar. Odaları geniş, rahat ve temiz. Ayrıca, otelin restoranında sunulan yemekler de çok lezzetli.","Herhangi bir olumsuz deneyimim olmadı, her şey beklentilerimi karşıladı.",9,POS
Ankara HiltonSA,Ankara,Turkish,German,Konum harika ve resepsiyon personeli çok yardımsever.,"Oda sanitasyonu çok zayıf, çarşaflar temiz değildi ve düzgün çamaşır suyuyla yıkanmış gibi kokmuyorlardı. Oda servisi yemekleri tatsızdı ve porsiyonlar çok küçük. Kahvaltıda çeşitlilik de yoktu. Otopark ayrı bir felaketti, yer bulmak için sürekli dolanmak zorunda kaldım. Genel olarak fiyata göre beklentimin çok altında bir hizmet aldım.",2,NEG
Ankara HiltonSA,Ankara,Turkish,English(German),Merkezi konumu dolayısıyla ulaşım rahat ve kolaydı,Otelin genel temizliği çok kötüydü. Odanın içerisi tozluydu ve yatak çarşafları lekeliydi. Ayrıca personelin ilgisizliği ve yardımcı olmamaları da hoşumuza gitmedi. İnternet bağlantısı çok zayıftı ve sürekli kesiliyordu.,2,NEG
Ankara HiltonSA,Ankara,Turkish,Turkish,Sadece Konumu,"Odalar oldukça eski ve can sıkıcı. Sanırım bir yenileme gerekiyor. Mobilyalar eski ve yıpranmış, banyoları da aynı durumda.",5,NEG
Ankara HiltonSA,Ankara,Turkish,Chinese,"Otelin konumu çok iyi, şehrin merkezinde olması büyük avantaj.",Oda içerisindeki donanım eski ve bakımsız. Hizmetlerde yavaşlık ve ilgi eksikliği gözlendi. Üstelik fiyatlar bu hizmet kalitesine göre oldukça yüksek.,4,NEG
Ankara HiltonSA,Ankara,Turkish,English(French),Otelin konumu ve odaların büyüklüğü iyi. Otelin genel temizliği gayet iyi ve lobisi oldukça ferah. Personel genellikle yardımcı olmakta.,"Kahvaltı seçenekleri sınırlı ve kalitesi düşük. 5 yıldızlı bir otel için beklenenden çok daha altına bir hizmet. Ayrıca oda servisi yetersiz, çok temel şeyler bile odalarda eksikti ve istediğimizde hızlı bir geri dönüş alamadık. Wi-fi bağlantısı da oldukça yavaştı.",4,NEG
Asrin Business Hotel Kızılay,Ankara,Turkish,English(Korean),Oda oldukça temiz ve konforluydu. Kızılay'a yakın konumu sayesinde ulaşım oldukça rahattı.,Restorandaki yemekler biraz daha iyileştirilebilir.,8,POS
Asrin Business Hotel Kızılay,Ankara,Turkish,French,"Otelin konumu iyi, merkezi bir noktada. Kahvaltısı beklediğimden daha iyiydi, çeşit boldu.","Oda temizliği yeterli seviyede değildi, odanın içindeki mobilyalar eski ve yıpranmış durumdaydı. Teknik sorunlar yaşandı, banyoda su ısınma problemi vardı. Ayrıca, personel tutumu ve hizmet kalitesi beklentimin altındaydı, daha ilgili olmalarını beklerdim.",4,NEG
Asrin Business Hotel Kızılay,Ankara,Turkish,Korean,"Konumu oldukça merkezi, ulaşım kolay.",Oda temizliği ve servis hizmetleri beklediğim kadar iyi değildi. Restoran hizmetinin da daha iyi olabilirdi.,4,NEG
Asrin Business Hotel Kızılay,Ankara,Turkish,English(Russian),"Otelin konumu sehir merkezine oldukça yakın, bunu pozitif bir yan olarak görebiliriz.","Oda temizliği tam olarak yapılmamıştı, bu beni oldukça rahatsız etti. Ayrıca personel ilgisi ve hizmet kalitesi beklediğim düzeyin çok altındaydı, bu yüzden diğer turistlere bu oteli önermiyorum. Wi-fi bağlantısı da oldukça yavaştı ve sürekli kopma yaşadım.",3,NEG
Asrin Business Hotel Kızılay,Ankara,Turkish,English(German),Otelin konumu Kızılay'a yakın olması nedeniyle çok merkeziydi. Otopark imkanı da cabası.,Klima çalışmıyor ve sıcaklık ayarı yapılamıyor. Oda temizliği yeterli değil; 3 günlük kalışımda ne havlular değiştirildi ne de odam temizlendi. Elektrikler sık sık kesiliyor. Resepsiyon hizmeti de maalesef çok kötü; yardımcı olmuyorlar ve genelde suratsızlar.,3,NEG
Asrin Business Hotel Kızılay,Ankara,Turkish,French,Konumu Kızılay'ın kalbindeydi ve ulaşım oldukça kolaydı.,"Fakat odalar çok gürültülü ve biraz tarihliydi. Ayrıca, kahvaltı beklentilerimizi karşılamadı.",4,NEG
Apart Hotel Best,Ankara,Turkish,English(Romanian),"Ev konforunda bir otel, temiz ve kullanışlı. Personel çok ilgili ve yardımsever.",Sabah kahvaltısı biraz daha çeşitli olabilir.,9,POS
Apart Hotel Best,Ankara,Turkish,German,"Apart Hotel Best, temizliği, ferah odaları ve konumu ile büyüleyici bir tesis. Çalışanlar çok yardımsever ve dostça. Çok hoş bir konaklama deneyimi için mükemmel bir seçim.",Otelin ücretsiz otoparkı yok fakat yakınlarda park yeri bulmak mümkün.,9,POS
Apart Hotel Best,Ankara,Turkish,Italian,"Personel yardımcı ve kibar, ayrıca otelin konumu çok merkezi.","Odaları kesinlikle temiz değildi, yataklar çok rahatsız ediciydi ve geceleri gürültü bana uykusuz geceler yaşattı. Ayrıca, oda servisi çok yavaştı ve düşündüğümden daha pahalıydı.",4,NEG
Apart Hotel Best,Ankara,Turkish,Romanian,Merkezi bir konumda.,"Resepsiyonda çalışan personel çok yardımsever değildi. Odalarda ise klima yok, havalandırma problemi yaşadık.",3,NEG
Apart Hotel Best,Ankara,Turkish,English(French),Konumuyla merkezi bir bölgede bulunması favori özelliğimdi.,"Odamız çok dar ve loştu. Odada birçok eşya, özellikle banyo malzemeleri eksikti. Personel yeterince yardımcı olmuyordu ve check-in işlemimiz çok uzun sürdü. Kahvaltı hiç tatmin edici değildi ve çeşitlilik çok azdı.",3,NEG
Apart Hotel Best,Ankara,Turkish,English(Russian),Otelin konumu hoşuma gitti,"Oda temizliği yetersiz, yemeklerin kalitesi düşük ve personel ilgisiz. Diğer turistlere bu oteli tavsiye etmem.",2,NEG
The Ankara Hotel,Ankara,Turkish,English(Romanian),Ankara'da kalacağınız en iyi otellerden biri. Çalışanlar çok yardımsever ve profesyonel.,Otelin spa alanı biraz daha büyük olabilirdi.,8,POS
The Ankara Hotel,Ankara,Turkish,English(Italian),"Personel çok dostça ve yardımseverdi, odalar modern ve temizdi, ve otelin konumu mükemmeldi, her yer yürüme mesafesindeydi. Ayrıca kahvaltı seçenekleri gerçekten çeşitliydi.",Oda servisi biraz daha hızlı olabilirdi.,9,POS
The Ankara Hotel,Ankara,Turkish,English(Chinese),Otelin lokasyonu iyi.,Oda temizliği yeterli değildi ve personel ilgisizdi. Ayrıca yemeklerin kalitesi düşüktü.,2,NEG
The Ankara Hotel,Ankara,Turkish,English(Spanish),"Otelin konumu, ulaşımı oldukça rahat ve merkezi bir yerde bulunuyor. Ayrıca personel gayet güleryüzlü ve yardımsever.","Oda temizliği maalesef yetersizdi. Ayrıca yatakta rahat bir uyku çekmek imkansızdı, çok rahatsız ediciydi. İnternet bağlantısı çok zayıftı ve sürekli kopuyordu.",4,NEG
The Ankara Hotel,Ankara,Turkish,Italian,"Otelin merkezi konumu gerçekten çok iyiydi, seyahat etmek için uygun bir yerdi.","Oda temizliği yetersizdi ve personel pek yardımcı olmuyor, ayrıca yemek çeşitliliği de çok kısıtlıydı.",4,NEG
The Ankara Hotel,Ankara,Turkish,English(Chinese),Otelin lokasyonu merkezi ve ulaşımı oldukça kolay.,"Oda temizliği yetersizdi ve personel yardımsever değildi. Ayrıca odaların ses yalıtımı iyi değil, gece boyunca diğer odalardan gelen sesler sebebiyle uykumuz bölündü. Fiyat performans oranı düşük.",4,NEG
Seven Deep Hotel,Ankara,Turkish,French,"Konum süper, Kızılay'a ve çok sayıda restorana yürüme mesafesinde yer alıyor. Odalar modern ve konforlu. Personel her zaman yardımsever ve güleryüzlü. Ayrıca kahvaltılar da oldukça lezzetliydi.","Otelin etrafında biraz gürültü olabiliyor, ama genel olarak rahatsız edici bir seviyede değil.",8,POS
Seven Deep Hotel,Ankara,Turkish,French,"Konum avantajı bir yana, söyleyeceğim başka bir olumlu yön bulunmamaktadır.","Oda hijyen standartlarının altında, mobilyalar eski ve bakımsız. Havalandırma sistemi yetersiz, gece boyunca ses problemleri yaşadım. Personel yetersiz ve yardımsever değil. Genel olarak fiyat performans oranı çok düşük.",3,NEG
Seven Deep Hotel,Ankara,Turkish,English(Turkish),otel merkezi bir lokasyonda bulunuyor ancak bu biraz işleri karıştırıyor çünkü gürültülü ve kalabalık.,"Yataklar rahatsız, odalar çok sıcak ve klima yeterince iyi çalışmıyor. Odanın temizliği de tatmin edici değildi.",3,NEG
