Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
New Park Hotel,Ankara,German,English(Korean),Das Hotel hat eine hervorragende Lage im Zentrum von Ankara. Das Personal ist freundlich und sehr hilfsbereit. Die Zimmer sind geräumig und modern eingerichtet,Das Frühstücksbuffet könnte mehr Auswahl bieten.,8,POS
New Park Hotel,Ankara,German,Russian,"Das Personal war sehr freundlich und das Zimmer war sehr sauber. Die Lage ist fantastisch, nahe an vielen Sehenswürdigkeiten. Das Frühstück hatte eine gute Auswahl an Speisen.",nan,9,POS
New Park Hotel,Ankara,German,English(Turkish),"Hervorragender Service, tolle Ausstattung und köstliches Frühstück.",Nichts zu beanstanden.,8,POS
New Park Hotel,Ankara,German,Russian,"Wir wurden sehr herzlich in Empfang genommen und hatten eine wunderbare Zeit im New Park Hotel. Das Personal war ausgesprochen freundlich und zuvorkommend und hat uns den Aufenthalt sehr angenehm gestaltet. Das Zimmer war sauber, geräumig und hatte eine fantastische Aussicht auf Ankara. Das Frühstücksbuffet war frisch und bot eine große Auswahl, auch vegetarische Optionen",nan,10,POS
New Park Hotel,Ankara,German,English(Korean),"Sehr liebevolles und aufmerksames Personal.
Modern und komfortabel eingerichtetes Zimmer.",nan,10,POS
New Park Hotel,Ankara,German,English(Italian),"Das New Park Hotel in Ankara hat definitiv meine Erwartungen übertroffen. Beginnend mit der Lage, die ausgezeichnet war - es liegt an einer belebten Straße mit vielen Restaurants und Geschäften in unmittelbarer Nähe. Der öffentliche Nahverkehr war auch gut erreichbar, was es einfach machte, die Stadt zu erkunden. Zweitens war das Zimmer geräumig, elegant eingerichtet und sehr sauber, mit allen Annehmlichkeiten, die man für einen komfortablen Aufenthalt benötigt. Das Personal war ebenfalls sehr zuvorkommend und freundlich. Sie gingen die Extra-Meile, um sicherzustellen, dass alle unsere Bedürfnisse erfüllt wurden. Das dritte Merkmal, das hervorzuheben ist, ist das ausgezeichnete Frühstücksbuffet, das im Hotel angeboten wird. Die Auswahl und Qualität des Essens war großartig.",Es war ein wenig laut aufgrund der lebhaften Lage und auch der Fitnessraum könnte mit einigen zusätzlichen Geräten aufgestockt werden. Trotzdem überwiegen die positiven Punkte bei weitem.,8,POS
New Park Hotel,Ankara,German,English(German),Das Hotel liegt zentral und alle wichtigen Orte sind bequem zu erreichen.,"Leider wirkten die Zimmer eher veraltet und nicht sehr sauber. Lärmbelästigungen aufgrund der zentralen Lage waren auch ein ständiges Problem. Das Frühstück war von geringer Qualität und nicht sehr abwechslungsreich. Zudem entsprach der Service in keiner Weise meinen Erwartungen, das Personal war leider oft unhöflich und nicht sehr hilfsbereit. Das Internet funktionierte zudem nur sporadisch, was gerade für Geschäftsreisende ein großes Problem darstellt.",3,NEG
New Park Hotel,Ankara,German,Spanish,Die zentrale Lage des Hotels ist vorteilhaft und einige der Servicekräfte waren bemüht und freundlich.,Die Zimmer waren veraltet und ungemütlich. Das Frühstück war enttäuschend mit begrenzter Auswahl. Es fühlte sich nicht nach einem einladenden Ort zum Übernachten für die Nacht.,4,NEG
New Park Hotel,Ankara,German,French,Die Lage war ausgezeichnet,"Die Zimmer waren nicht sauber genug, das Frühstück war enttäuschend",4,NEG
New Park Hotel,Ankara,German,Italian,"Die Lage des New Park Hotels ist recht gut, in unmittelbarer Nähe zu einigen Sehenswürdigkeiten von Ankara.","Leider war der Service im Hotel eher mittelmäßig. Das Personal schien nicht gut ausgebildet und war mehrmals unhöflich. Das Zimmer war nicht richtig sauber und die Möbel sehen abgenutzt aus. Darüber hinaus funktionierte das WLAN nicht zuverlässig, was es schwierig machte, meine Arbeit zu erledigen und mit meiner Familie in Kontakt zu bleiben.",3,NEG
New Park Hotel,Ankara,German,Romanian,"Die Lage ist wirklich ausgezeichnet, das muss man sagen. Zentral im Herzen von Ankara, mit kurzen Wegen zu vielen Sehenswürdigkeiten. Das Personal war außerdem generell freundlich.","Leider konnte der New Park Hotel insgesamt keinen guten Eindruck hinterlassen. Die Zimmer sind deutlich in die Jahre gekommen und könnten eine gründliche Renovierung vertragen. Vor allem der Lärm der nahegelegenen Hauptstraße ist im Zimmer deutlich hörbar, was den Schlafkomfort erheblich beeinträchtigt. Hinzu kommt, dass die Heizung entweder zu heiß oder zu kalt eingestellt ist, ein angenehmes Mittelmaß scheint es nicht zu geben. Im Badezimmer gab es leider stellenweise Schimmelflecken und nach dem Duschen stand das Badezimmer unter Wasser, da die Abtrennung nicht richtig abdichtet. Auch das Frühstück war enttäuschend, die Auswahl war klein und die Lebensmittel wirkten nicht frisch. Kolossal enttäuscht war ich von den fehlenden COVID-19-Schutzmaßnahmen, trotz offensichtlichen Verstößen wurde nicht eingegriffen. Abschließend kann ich sagen, dass ich nicht wiederkommen würde und das Hotel auch nicht weiterempfehlen kann.",3,NEG
New Park Hotel,Ankara,German,German,Die Lage des Hotels ist akzeptabel.,"Das 'New Park Hotel' in Ankara ist leider keineswegs empfehlenswert. Eingeschränkte Sauberkeit, heruntergekommene Ausstattung und unfreundliches Personal prägten meinen Aufenthalt. Insbesondere die Zimmer fallen deutlich hinter modernen Standards zurück: Abblätternde Tapeten, kaputte Möbel und ein störender Geruch weisen auf erheblichen Renovierungsbedarf hin. Die Unfreundlichkeit des Personals hat mir den Aufenthalt zusätzlich erschwert; Anfragen und Beschwerden wurden meist mit Gleichgültigkeit behandelt. Hinzu kam ein sehr eingeschränktes Frühstücksangebot, das weder in Qualität noch in Quantität überzeugt hat. Alles in allem würde ich vom New Park Hotel in Ankara definitiv abraten.",2,NEG
New Park Hotel,Ankara,German,Romanian,"Die Lage des Hotels ist wirklich gut, in der Nähe der meisten Sehenswürdigkeiten.",Das Personal war unfreundlich und wenig hilfsbereit. Das Zimmer war nicht sauber und die Handtücher und Bettwäsche waren abgenutzt und alt. Das Frühstück war auch sehr einfach und nicht von guter Qualität.,2,NEG
New Park Hotel,Ankara,German,Chinese,Das Personal war freundlich und sehr hilfsbereit. Die Zimmer waren täglich aufgeräumt.,"Das Frühstück war enttäuschend, es gab wenig Auswahl und die Qualität der Produkte war mangelhaft. Die Zimmer waren schmutzig und das Bad war schimmlig.",3,NEG
Hotel Cinnah,Ankara,German,English(Turkish),Das Hotel Cinnah in Ankara ist wirklich ein Juwel. Das Personal war erfreulicherweise immer sehr freundlich und hilfsbereit. Mein Zimmer war sauber und bequem und hatte eine beeindruckende Aussicht auf die Stadt. Das Frühstück war auch sehr lecker und vielfältig.,Das Fitnessstudio könnte mit zusätzlichen Geräten aufgewertet werden.,8,POS
Hotel Cinnah,Ankara,German,English(Korean),"Das Personal war sehr zuvorkommend, das Zimmer war sauber und modern eingerichtet und das Frühstück war reichlich.","Die Außenlärmbelastung war manchmal störend, insbesondere während der Stoßzeiten.",8,POS
Hotel Cinnah,Ankara,German,French,"Sauber und ordentlich, freundliches Personal, herrliches Frühstück","Nichts Negatives zu berichten, alles war angenehm",9,POS
Hotel Cinnah,Ankara,German,Chinese,"Das Hotel Cinnah ist ein wunderbarer Ort, um in Ankara zu übernachten. Das Personal ist unglaublich freundlich und hilfsbereit, die Zimmer sind sauber und komfortabel. Die Lage ist einfach unschlagbar, mit vielen Restaurants und Geschäften in unmittelbarer Nähe.","Das Frühstück könnte etwas mehr Variation vertragen, aber die Qualität des Essens ist dennoch gut.",8,POS
Hotel Cinnah,Ankara,German,Korean,"Das Personal ist sehr freundlich und zuvorkommend. Die Zimmer sind sauber und geschmackvoll eingerichtet. Die Lage ist ausgezeichnet, nahe zu vielen Sehenswürdigkeiten.",Leider war das WLAN im Zimmer nicht sehr zuverlässig und es gab nur wenige Parkmöglichkeiten.,7,POS
Hotel Cinnah,Ankara,German,Spanish,"Das Hotel Cinnah in Ankara war eine sehr angenehme Überraschung. Die Zimmer sind modern, sauber und gut ausgestattet. Das Personal ist äußerst freundlich und hilfsbereit. Der Service ist ausgezeichnet und das Frühstück bietet eine große Auswahl an Köstlichkeiten.","Einziger Kritikpunkt könnte sein, dass das Hotel ein wenig schwer zu finden ist.",9,POS
Hotel Cinnah,Ankara,German,Russian,Die Mitarbeiter waren überaus freundlich und bemüht alles zu meiner Zufriedenheit zu erledigen.,Das Zimmer war völlig heruntergekommen und dreckig. Im Bad waren Schimmel und Wasserflecken an den Wänden. Die Dusche hat nicht richtig funktioniert. Die Decke war voll mit Staub und Spinnenweben.,3,NEG
Hotel Cinnah,Ankara,German,English(Romanian),"Die Mitarbeiter waren höflich und bemüht, uns zu helfen.","Leider ist das Hotel Cinnah etwas in die Jahre gekommen. Die Ausstattung könnte eine Auffrischung vertragen und die Zimmer waren nicht so sauber, wie ich es erwartet hätte. Zudem ist die Umgebung nicht sehr ansprechend, es gibt nur wenige Möglichkeiten, Essen zu gehen oder Besichtigungen zu machen.",3,NEG
Hotel Cinnah,Ankara,German,German,Keiner,"Das Hotel ist in die Jahre gekommen und entspricht nicht mehr den aktuellen Standard, die Zimmer sind dunkel und die Bäder bedürfen einer Modernisierung. Zudem war der Service unaufmerksam und unfreundlich, das Frühstück kaum genießbar. Die Lage des Hotels ist zwar zentral, allerdings ist es von Baustellen umgeben und somit sehr laut. Es gibt definitiv bessere Alternativen in Ankara.",2,NEG
Hotel Cinnah,Ankara,German,English(French),"Die Lage des Hotels war gut, aber das war auch das einzig Positive.",Das Personal war unhöflich und nicht sehr hilfsbereit. Das Zimmer war schmutzig und das Frühstück war nicht gut.,3,NEG
Hotel Cinnah,Ankara,German,Korean,Die Lage des Hotels ist sehr zentral,Der Service war sehr schlecht und die Sauberkeit ließ zu wünschen übrig.,3,NEG
Hotel Cinnah,Ankara,German,English(German),"Die Lage ist eigentlich gut, mitten in der Stadt. Die Zimmer sind modern eingerichtet","Der Service war schlecht und das Hotel war laut. In meinem Zimmer war die Klimaanlage kaputt und sie wurde trotz meiner Bitte nicht repariert. Auch die Sauberkeit ließ zu wünschen übrig, mit Flecken auf den Teppichen und einem schmutzigen Badezimmer.",4,NEG
Hotel Cinnah,Ankara,German,Romanian,Die Lage und der Service waren gut.,Das Frühstück hätte besser sein können. Das Zimmer war ein bisschen klein und die Sauberkeit lässt zu wünschen übrig.,4,NEG
Hotel Cinnah,Ankara,German,Spanish,Die Lage des Hotels ist ausgezeichnet und die Angestellten an der Rezeption waren höflich.,"Leider war das Zimmer problematisch. Die Zimmer sind nicht gut isoliert und es wird nachts sehr laut. Der Teppich war nicht sauber und es gab Staub auf den Möbeln. Das Badezimmer brauchte eine ernsthafte Renovierung und es gab Probleme mit der Warmwasserversorgung. Das Frühstück war in Ordnung, könnte aber eine größere Auswahl an Speisen nutzen. Alles in allem war das Preis-Leistungs-Verhältnis nicht zufriedenstellend.",4,NEG
The Green Park Ankara,Ankara,German,English(Romanian),"In einem neu entwickelten Geschäftsbereich von Ankara gelegen, hat dieses Hotel eine exzellente Einrichtung. Die Zimmer sind geräumig und komfortabel, ein ruhiger Ort zum Schlafen. Das Frühstück bietet eine fantastische Auswahl an qualitativ hochwertigen Speisen.",Ein bisschen weit von den touristischen Orten entfernt.,8,POS
The Green Park Ankara,Ankara,German,English(Korean),"Herzlicher Empfang, bequeme Betten und saubere Zimmer, gutes Frühstück mit einer Vielzahl von Optionen, professionelles Personal, zentrale Lage für die Erkundung von Ankara.","Veraltetes Dekor in einigen Teilen des Hotels, WLAN kann manchmal unzuverlässig sein.",8,POS
The Green Park Ankara,Ankara,German,French,"Das Personal im Green Park Hotel Ankara war besonders freundlich und hilfsbereit. Sie halfen bei der Organisation von Ausflügen und stellten sicher, dass mein Aufenthalt angenehm war. Das Frühstück war ausgezeichnet mit einer großen Auswahl an Speisen. Die Zimmer waren sauber und gut ausgestattet mit modernem Mobiliar.",N/A,8,POS
The Green Park Ankara,Ankara,German,Turkish,"Das Hotel ist sehr sauber, die Zimmer sind groß und komfortabel. Das Personal ist äußerst freundlich und hilfsbereit. Ein großartiger Fitnessbereich und das Frühstück ist hervorragend.","Es gab nichts, was in meinen Aufenthalt negativ beeinflusst hätte.",9,POS
The Green Park Ankara,Ankara,German,English(Romanian),"Das Personal ist außerordentlich hilfreich und nachdenklich, die Zimmer sind sauber und das Essen ist köstlich. Es hat eine gute Lage in zentraler Nähe zu öffentlichen Verkehrsmitteln.",Es gibt nicht viele Freizeitmöglichkeiten im Hotel.,8,POS
The Green Park Ankara,Ankara,German,English(Russian),"Fantastisches Hotel. Das Personal war sehr freundlich und zuvorkommend. Die Zimmer waren sehr sauber, modern und komfortabel. Frühstücksbuffet war ausgezeichnet mit einer großen Auswahl an Speisen. Die Lage des Hotels ist auch sehr gut, nahe dem Stadtzentrum und einfach zu erreichen. Ich kann dieses Hotel nur weiterempfehlen.",NaN,9,POS
The Green Park Ankara,Ankara,German,English(German),Die Lage war gut,"Zimmer waren schmutzig, Personal war unfreundlich, Internetverbindung war langsam",3,NEG
The Green Park Ankara,Ankara,German,English(German),"Die Lage des Hotels ist recht zentral, was das Einzige Positive ist, was ich dazu sagen kann.","Das Hotel ist definitiv kein 4-Sterne-Hotel. Das Zimmer war dreckig und die Möbel waren alt und abgenutzt. Das Bad wurde offensichtlich seit Jahren nicht renoviert, die Fliesen waren abgesplittert und der Duschvorhang war voller Schimmel. Das Frühstücksbuffet war ebenfalls enttäuschend, es gab eine sehr begrenzte Auswahl und der Kaffee war ungenießbar. Der Service des Personals war auch nicht zufriedenstellend, wir mussten oft nach Dingen fragen, die eigentlich selbstverständlich sein sollten, wie frische Handtücher. Insgesamt war unser Aufenthalt im The Green Park Ankara sehr enttäuschend.",2,NEG
The Green Park Ankara,Ankara,German,Russian,Gute Lage in der Stadt,"Die Zimmer waren schmutzig und sahen nicht so aus wie auf den Fotos, das Personal war unfreundlich und inkompetent. Die Einrichtung ist veraltet und die Betten sind unbequem. Außerdem gab es Probleme mit dem WLAN und das Frühstück war sehr schlecht.",2,NEG
The Green Park Ankara,Ankara,German,English(Turkish),"Die Aussicht vom Hotel war hervorragend, vor allem nachts.","Leider war das Personal nicht wirklich hilfsbereit und der Service lies sehr zu wünschen übrig. Mein Zimmer war auch nicht sauber, und es gab ständig Lärm vom Hotelgang.",3,NEG
The Green Park Ankara,Ankara,German,Korean,Die Lage ist gut und das Personal ist freundlich.,Das Hotel ist alt und die Möbel zeigen viele Gebrauchsspuren. Das Frühstück war nicht besonders üppig und abwechslungsreich. Die Sauberkeit im Zimmer könnte besser sein.,3,NEG
The Green Park Ankara,Ankara,German,English(German),Die Lage des Hotels ist ziemlich gut,Das Zimmer war nicht sauber genug. Die Handtücher waren sehr alt und die Bettwäsche war nicht sauber. Das Personal war nicht freundlich und der Service war schlecht.,3,NEG
The Green Park Ankara,Ankara,German,Turkish,Die Lage ist gut.,"Das Zimmer war nicht sauber, der Service war schlecht und das Essen war nicht gut.",4,NEG
The Green Park Ankara,Ankara,German,English(Russian),Das Hotel ist zentral und nahe der Sehenswürdigkeiten gelegen.,"Die Zimmer sind nicht sauber, das Essen ist sehr schlecht und das Personal am Empfang ist unfreundlich. Die Angestellten können nur wenig Englisch, was die Kommunikation schwierig macht. Das Hotel ist veraltet und benötigt dringend eine Renovierung. Ich würde dieses Hotel aufgrund meiner Erfahrung nicht empfehlen.",3,NEG
ibis Ankara Airport Hotel,Ankara,German,English(Russian),"Das Hotel ist nett und sauber mit freundlichem Personal. Es liegt in der Nähe des Flughafens, was sehr praktisch für frühe Flüge ist. Das Zimmer war bequem und gut isoliert gegen Lärm von außen","Das Frühstück könnte verbessert werden, es fehlte an Vielfalt. Die Umgebung des Hotels ist nicht besonders einladend, es gibt nicht viel zu tun oder zu sehen.",9,POS
ibis Ankara Airport Hotel,Ankara,German,Italian,Das Hotel ist sehr sauber. Das Personal ist freundlich und hilfsbereit und das Frühstück ist ausgezeichnet. Die Nähe zum Flughafen ist auch ein großer Vorteil.,nan,8,POS
ibis Ankara Airport Hotel,Ankara,German,English(Italian),"Das Hotel ist sehr sauber und gut gepflegt.
Die Mitarbeiter sind freundlich und hilfsbereit. Das Essen ist sehr lecker. Die Lage ist ideal, nur wenige Minuten vom Flughafen entfernt.",Die Auswahl beim Frühstück könnte besser sein.,8,POS
ibis Ankara Airport Hotel,Ankara,German,English(Romanian),"Das Hotel war sauber und gut präsentiert, das Personal war sehr freundlich und hilfsbereit. Die Nähe zum Flughafen war ideal.",Das Frühstück hätte etwas abwechslungsreicher sein können.,8,POS
ibis Ankara Airport Hotel,Ankara,German,English(French),"Großartige Lage direkt am Flughafen, Zimmer sind sauber und komfortabel, Personal ist sehr hilfsbereit und das Frühstücksbuffet ist ausgezeichnet.",Die Zimmer könnten etwas moderner sein und die Geräuschisolierung könnte verbessert werden.,8,POS
ibis Ankara Airport Hotel,Ankara,German,English(Italian),Das ibis Ankara Airport Hotel war eine angenehme Überraschung. Der Service war erstklassig und das Personal war sehr freundlich und hilfsbereit. Die Zimmer waren sauber und komfortabel und das Essen im Restaurant war ausgezeichnet.,Es gab keine nennenswerten Probleme während meines Aufenthalts.,9,POS
ibis Ankara Airport Hotel,Ankara,German,Russian,nan,"Das ibis Ankara Airport Hotel hat leider meine Erwartungen nicht erfüllt. Die Zimmer waren nicht sauber, das Personal unfreundlich und die Ausstattung des Hotels hinterließ viel zu wünschen übrig. Außerdem war das Frühstücksbuffet sehr schlecht, mit wenig Auswahl und schlechter Qualität der Gerichte. Der Flughafentransport, den das Hotel anbot, war unzuverlässig und führte dazu, dass ich fast meinen Flug verpasste. Aus diesen Gründen kann ich dieses Hotel nicht empfehlen.",2,NEG
ibis Ankara Airport Hotel,Ankara,German,English(Chinese),"Die Nähe zum Flughafen ist das Einzige, was dieses Hotel zu bieten hat.","Die Zimmer sind klein und unbequem, die Betten sind hart wie Stein. Die Sauberkeit ließ auch zu wünschen übig, vor allem das Badezimmer. Das Frühstück war sehr einfach und nicht frisch. Der Service war ebenfalls nicht zufriedenstellend.",3,NEG
ibis Ankara Airport Hotel,Ankara,German,English(German),"Die Nähe zum Flughafen war praktisch für einen frühen Abflug, und das Personal war ziemlich freundlich und hilfsbereit.","Leider war das Hotel weit von den meisten Sehenswürdigkeiten in Ankara entfernt. Die Qualität des Essens im Restaurant war unterdurchschnittlich und die Auswahl war begrenzt. Außerdem waren die Zimmer nicht sehr sauber und das Badezimmer war in einem schlechten Zustand, mit vielen offensichtlichen Reparaturen, die vernachlässigt wurden. Die Betten waren unbequem und die Wände dünn, so dass man jeden Lärm hören konnte.",4,NEG
ibis Ankara Airport Hotel,Ankara,German,English(Romanian),Die Nähe zum Flughafen ist praktisch,"Unpersönliche Atmosphäre, durchschnittlicher Service und schlichte Einrichtung. Das Frühstücksbuffet könnte definitiv eine Verbesserung gebrauchen und hatte nur sehr begrenzte Optionen. Zudem gab es Probleme mit dem WLAN, was besonders irritierend war, da ich auf eine stabile Internetverbindung angewiesen war.",4,NEG
ibis Ankara Airport Hotel,Ankara,German,English(Chinese),Nähe zum Flughafen und einfach zu erreichende Lage,Die Zimmer könnten moderner und komfortabler sein. Das Personal war nicht besonders freundlich und hilfsbereit. Das Frühstück war überteuert und nicht sehr lecker.,4,NEG
ibis Ankara Airport Hotel,Ankara,German,Korean,Die Nahe Lage zum Flughafen ist vorteilhaft.,Das Zimmer war sehr laut und die Sauberkeit ließ zu wünschen übrig. Das Personal war nicht besonders freundlich und das Frühstück war enttäuschend.,3,NEG
ibis Ankara Airport Hotel,Ankara,German,English(French),Die Nähe zum Flughafen ist vorteilhaft,Mein Zimmer war nicht sehr sauber und das Frühstück war schlecht. Der Service war schleppend und unaufmerksam. Die Qualität des Essens im Restaurant lässt auch zu wünschen übrig.,4,NEG
ibis Ankara Airport Hotel,Ankara,German,English(Korean),"Nah am Flughafen, bequemer Shuttle-Service.","Unfreundliches Personal, das Zimmer war dreckig und das Essen war schlecht. Ein sehr enttäuschender Aufenthalt. ",3,NEG
Ankara HiltonSA,Ankara,German,German,"Das Hotel liegt in einer tollen Lage mit Panoramablick auf Ankara. Die Zimmer sind groß, komfortabel und sauber. Der Service ist ausgezeichnet und das Personal ist sehr freundlich und hilfsbereit. Die Wellnessangebote sind hervorragend. Ich würde das Hotel definitiv weiterempfehlen.",Preis-Leistung für das Frühstück könnte verbessert werden.,8,POS
Ankara HiltonSA,Ankara,German,Turkish,Das Personal war sehr freundlich und zuvorkommend. Das Frühstück war ausgezeichnet und das Zimmer war sauber und komfortabel.,Das WLAN war manchmal etwas unstabil.,8,POS
Ankara HiltonSA,Ankara,German,English(Italian),"Das Hotel liegt sehr schön auf einer Anhöhe mit weitem Blick über Ankara. Unser Zimmer war groß, gut ausgestattet und sehr sauber. Das Frühstück war erstklassig, mit sehr viel Auswahl. Die Mitarbeiter waren alle sehr freundlich und hilfsbereit.",In der Umgebung des Hotels gibt es leider kaum Restaurants oder Geschäfte. Aber das ist nur ein kleines Minus in einer sonst unvergesslichen Erfahrung.,8,POS
Ankara HiltonSA,Ankara,German,English(French),Das Hotel liegt in einer sehr guten Lage. Die Zimmer sind sehr sauber und das Personal ist sehr freundlich und hilfsbereit. Das Frühstück war reichhaltig und lecker.,WLAN war manchmal ein bisschen langsam.,9,POS
Ankara HiltonSA,Ankara,German,Turkish,"Das Ankara HiltonSA zeichnet sich besonders durch seine zentrale und doch ruhige Lage aus. Die Zimmer sind geräumig und gut ausgestattet, das Personal sehr zuvorkommend und stets hilfsbereit. Die Aussicht von den oberen Stockwerken und insbesondere vom Restaurant ist beeindruckend. Das Frühstücksbuffet ist vielfältig und bietet für jeden Geschmack etwas.","Das Badezimmer könnte eine Modernisierungsmaßnahme vertragen, funktioniert aber alles tadellos.",8,POS
Ankara HiltonSA,Ankara,German,Romanian,"Das Hotel Ankara HiltonSA liegt zentral und hat eine gute Anbindung an die öffentlichen Verkehrsmitteln. Das Personal war freundlich und bemüht. Die Zimmer sind groß, sauber und gut ausgestattet. Das Frühstücksbuffet ist vielfältig und lecker.","Es gibt nichts Negatives zu berichten, vielleicht hätte das Zimmer etwas moderner sein können.",9,POS
Ankara HiltonSA,Ankara,German,Russian,"Entgegen der Kritik, bin ich auf Mitarbeiter getroffen, die tatsächlich Englisch sprachen und auch bemüht waren bei Problemen zu helfen.","Das Zimmer war dreckig, der Teppich fleckig und der Roomservice sehr unzuverlässig. Darüber hinaus war der Lärmpegel im Gebäude ziemlich hoch und die Wände zu den Nachbarzimmern schienen dünn zu sein. Das Frühstück war sehr begrenzt und die Qualität der Lebensmittel war unter dem Standard, den ich erwartet hatte. Darüber hinaus fand ich es ziemlich enttäuschend, dass man für die Nutzung der Minibar eine Kaution hinterlegen musste.",2,NEG
Ankara HiltonSA,Ankara,German,Turkish,Das Personal war freundlich.,Die Zimmer waren sehr veraltet und abgewohnt. Die Qualität des Essens im hoteleigenen Restaurant war unterdurchschnittlich. Im Badezimmer konnte ich Schimmelflecken sehen. Insgesamt war das Preis-Leistungs-Verhältnis nicht zufriedenstellend.,2,NEG
